"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"27368338",0.799485821346678,11.719672948362,7.33952642902454,1.0131615775546e-06,9.77590529432222e-06,5.59654075593211
"27368081",0.436729983524529,6.41901900952318,7.58619797921706,6.49522860666111e-07,6.87476387716986e-06,5.59318791726438
"27369091",-1.40366256819479,4.69463751010836,-7.44501057009828,8.36906397166086e-07,8.44322023470089e-06,5.59150150008143
"27369103",0.725396255927454,8.23803532774427,7.54414065529404,7.00269558266986e-07,7.31982442181275e-06,5.58361253694133
"27368894",0.617055131831131,8.36788090039536,7.5248894540708,7.24859883753846e-07,7.49303926526349e-06,5.57126057893384
"27364346",0.748216031622545,3.01870663390013,7.25058040412406,1.19171597453283e-06,1.10753345945088e-05,5.56657297732674
"27367955",-0.66700209713133,6.68525704264203,-7.56731779080296,6.71812707207859e-07,7.08246994238973e-06,5.54979068566838
"27365417",0.324684713202933,7.27432230233594,7.56095110270489,6.79507633491283e-07,7.14469108037669e-06,5.52222994057611
"27371882",-0.55363966347083,5.611520225177,-7.48604105957981,7.77260416908399e-07,7.95175315316195e-06,5.51921061852061
"27365399",0.571999589959819,6.44402079695208,7.53038393846832,7.17751182455552e-07,7.45824892329955e-06,5.49880325137639
"27366262",-0.279703850914184,7.77997464489331,-7.52607865016492,7.23315121975425e-07,7.48678119758978e-06,5.49391161995742
"27370753",0.735789763477936,2.90900182403602,7.21048007516514,1.28264340480324e-06,1.179085113758e-05,5.49017807076146
"27370061",0.825854569100672,9.53792368499632,7.4050064454625,8.99659861405974e-07,8.9516717795326e-06,5.48962774819348
"27370046",0.868240054949929,4.0430900582483,7.34508827375895,1.00296566094928e-06,9.70101494874484e-06,5.48809783166304
"27367018",0.411850907376104,6.12493552257638,7.51893544247269,7.3264595638991e-07,7.55393049473168e-06,5.48727827265155
"27364989",0.695857850376128,4.16621535244372,7.33740573104717,1.01707757278729e-06,9.80182376676506e-06,5.47436232432728
"27364371",0.628184080568765,3.85656660321661,7.29709817976556,1.09457962432101e-06,1.03639306145998e-05,5.46922804305451
"27365248",-0.783290268715867,5.21286788722927,-7.42222304059631,8.72072625603448e-07,8.73566669593117e-06,5.46783934824777
"27369358",-0.702136988761638,6.01162898773588,-7.4820660278858,7.82840195857811e-07,7.98877895132747e-06,5.45131065224933
"27366718",-1.02775964121217,5.88735019507111,-7.45697085582928,8.19042980893847e-07,8.29450134399487e-06,5.43786455524541
"27372147",-0.357130436458295,5.46580469483935,-7.43847142144812,8.4684407710923e-07,8.53267673142928e-06,5.43045210913
"27372117",-0.32869517759461,7.0377811294533,-7.50998634327141,7.44512947527664e-07,7.66636717286239e-06,5.42860991312558
"27367578",0.991985657652514,4.66643666799405,7.34527987575874,1.00261632672513e-06,9.70101494874484e-06,5.4205479228075
"27367687",-0.394292972357218,6.31386043889987,-7.48535945802113,7.78214235817607e-07,7.95175315316195e-06,5.41689643499864
"27366054",1.04413738681187,0.904695423674855,7.08532637381456,1.61576366582851e-06,1.40563961369444e-05,5.40790983352203
"27368921",-0.271942622564572,6.90072691791884,-7.49793294394645,7.60813639007934e-07,7.81402667898612e-06,5.40789512945483
"27365219",0.66674435173388,5.50715990626993,7.42197066345791,8.72470600998897e-07,8.73566669593117e-06,5.40356967905114
"27371051",0.676492893379589,8.732063486041,7.4017681659893,9.04949471597506e-07,8.9930764197408e-06,5.38686984647718
"27370374",-0.514905823063735,5.10045264604638,-7.37100451482259,9.56845263740361e-07,9.3807801794921e-06,5.37874322370413
"27366484",-0.503860512859097,4.47073118473927,-7.29693298293709,1.09490960821745e-06,1.03639306145998e-05,5.3782231412088
